392;8356;CGR BUREAU VALLEE  EURL;5,00043E+13;6 AV DE L EUROPE;;;59139;WATTIGNIES;0;0;0;09.04.2008;1;EUDELINE;JEAN BAPTISTE;320979368;0;bv.wattignies@orange.fr;17.08.2012;A;XXXX;O;O;O;O
392;8357;I TECH INFORMATIQUE ET TECHNOLOGIES;4,78849E+13;3 R DU GAL BARBOT;;;62223;ST LAURENT BLANGY;0;0;0;09.04.2008;1;LOEUILLET;SEBASTIEN;321601212;0;i-tech@wanadoo.fr;21.03.2013;A;;O;O;O;O
392;8574;SAS CELTAT DISTRI CENTER;4,93822E+13;4 R DE LA HAUTE BRETAGNE;ZA LA MOTTAIS;;35140;ST AUBIN DU CORMIER;0;0;0;02.05.2008;1;DESPREZ;JEAN EMILE;299397373;0;;03.08.2012;A;;O;O;O;O
392;8660;MJ2L SARL LIBRAIRIE MAG PRESSE;4,43135E+13;8 RTE NATIONALE;;;62550;PERNES EN ARTOIS;0;0;0;15.05.2008;2;CUVILLIER;BEATRICE;321470049;0;beatricedanel@orange.fr;30.08.2012;A;;O;O;O;O
392;8661;DISCOPAR CALAIS;3,91846E+13;571 AV ROGER SALENGRO;;;62100;CALAIS;0;0;0;15.05.2008;1;WASHMON;DELPHINE;321361666;629739772;dw@discopar.fr;27.07.2012;A;;O;O;O;O
392;8662;DISCOPAR ARRAS;3,91846E+13;91 R ST AUBERT;;;62000;ARRAS;0;0;0;15.05.2008;1;WASHMON;DELPHINE;321680017;629739772;dw@discopar.fr;27.07.2012;A;;O;O;O;O
392;8693;UNIVERS DU SPORT LEBRUN WILLY;4,77685E+13;11 AV DE L HOTEL DE VILLE;;;59620;AULNOYE AYMERIES;0;0;0;21.05.2008;1;LEBRUN;WILLY;0;623062254;universdusport59@orange.fr;23.07.2012;A;;O;O;O;O
392;8694;MAISON DE LA PRESSE SARL DELOBELLE CEN;5,03665E+13;21 R DE DOULLENS;;;62270;FREVENT;0;0;0;21.05.2008;1;DELOBELLE;JEAN BERNARD;952227338;0;jb.delobelle@free.fr;12.07.2012;A;;O;O;O;O
392;8719;DANJOU SARL;3,03377E+13;81 R JULES GUESDE;;BP 10100;59652;VILLENEUVE D ASCQ CEDEX;0;0;0;22.05.2008;1;DANJOU;FREDERIC;320064640;624450932;danjou@aliceadsl.fr;25.07.2012;A;;O;O;O;O
392;8984;BUREAU VALLEE SARL YD BUREAUTIQUE;4,41004E+13;AV HENRI BARBUSSE;CIAL CARREFOUR MARCKET;;59770;MARLY;0;0;0;05.06.2008;1;DHENNIN;;327270993;0;bv.valenciennes@bureau-vallee.fr;12.07.2012;A;;O;O;O;O
392;8986;MADE IN SPORT;4,14516E+13;N 91 CIAL EURALILLE;;;59777;LILLE;0;0;0;05.06.2008;2;FARINEAUX;CHANTAL;320313429;0;5901.euralille@madeinsport.com;23.07.2012;A;;O;O;O;O
392;9029;KIABI DOUAI;3,44103E+13;ZAC DU LUC;;;59187;DECHY;0;0;0;09.06.2008;1;VANDUYNSLAEGER;LAURENT;320814751;0;l.vanduynslaeger@kiabi.com;25.07.2012;A;;O;O;O;O
392;9030;KIABI LOUVROIL 2;3,44103E+13;AV FERRIERE;CIAL AUCHAN;;59330;HAUMONT;0;0;0;09.06.2008;1;VANDUYNSLAEGER;LAURENT;320814751;0;l.vanduynslaeger@kiabi.com;25.07.2012;A;;O;O;O;O
392;9037;REVES INDIGO SARL;4,88907E+13;190 RTE D AVESNES;;;59720;LOUVROIL;0;0;0;11.06.2008;2;MANDARD;JACQUELINE;327604553;0;revesindigo2@orange.fr;27.12.2012;A;;O;O;O;O
392;9045;MONDIAL SPORT;5,03352E+13;44 R JEAN JAURES;;;59610;FOURMIES;0;0;0;11.06.2008;1;BENKHEIRA;HAMID;327618049;603941679;;12.07.2012;A;;O;O;O;O
392;9068;SPORT 2000 SARL SADEV;5,00644E+13;ROCADE NORD;CIAL LECLERC;;59230;ST AMAND LES EAUX;0;0;0;13.06.2008;1;STELLMASCHEWSKI;HERVE;327190050;0;sport2000saintamand@orange.fr;12.07.2012;A;;O;O;O;O
392;9074;MAISON DE LA PRESSE LEFEBVRE;4,99614E+13;6 B R LENS;;;59480;LA BASSEE;0;0;0;13.06.2008;2;LEFEBVRE;MARIE DOMINIQUE;320292248;0;maisondelapresse-lefebvre@wanadoo.fr;12.07.2012;A;;O;O;O;O
392;9095;AUTODISTRIBUTION DHENIN BESSE;4,66501E+13;116 AV DES NATIONS UNIES;;;59200;ROUBAIX;0;0;0;17.06.2008;1;DHENIN;PHILIPPE;320103246;0;;30.08.2012;A;;O;O;O;O
392;9100;HAIR PRO SHOP LILLE;4,2972E+13;130 R MOLINEL;;;59000;LILLE;0;0;0;18.06.2008;1;DUBOIS;STEPHANE;320749161;0;contact@elistyl.fr;27.07.2012;A;;O;O;O;O
392;9101;HAIR PRO SHOP ROUBAIX;4,2972E+13;228 AV ALFRED MOTTTE;;;59100;ROUBAIX;0;0;0;18.06.2008;2;RIBEIRO;JOSEPHA;320458656;0;contact.elistyl.fr;27.07.2012;A;;O;O;O;O
392;9102;HAIR PRO SHOP LENS;4,2972E+13;37 R LAMENDIN;;;62000;LENS;0;0;0;18.06.2008;2;LAGNIEZ;SANDRINE;320950808;0;elistyl3@wanadoo.fr;27.07.2012;A;;O;O;O;O
392;9151;AUTODISTRIBUTION DHENIN HAZEBROUCK;4,66501E+13;248 R NOTRE DAME;;;59190;HAZEBROUCK;0;0;0;23.06.2008;1;BOULINGUEZ;DAVID;320103246;0;;30.08.2012;A;;O;O;O;O
392;9155;SAS SEMAD AUTODISTRIBUTION VAI DOUAI;3,77556E+13;627 R DE CAMBRAI;;;59500;DOUAI;0;0;0;23.06.2008;1;DHENIN;PHILIPPE;320103246;0;;30.08.2012;A;;O;O;O;O
392;9156;SAS SEMAD VAI LOUVROIL;3,77556E+13;5/7 AV MONTFORT EN CHALOSSE;;;59720;LOUVROIL;0;0;0;23.06.2008;1;VANDENBOSCH;LAURENT;320103246;0;;05.09.2012;A;;O;O;O;O
392;9157;SAS SEMAD AUTODISTRIBUTION VAI CAMBRAI;3,77556E+13;68 BD DE LA LIBERTE;;;59400;CAMBRAI;0;0;0;23.06.2008;1;DHENIN;PHILIPPE;320103246;0;;30.08.2012;A;;O;O;O;O
392;9164;SA GORRISSEN DUNKERQUE;4,58506E+13;6 R NATIONALE;;;59140;DUNKERQUE;0;0;0;24.06.2008;1;PIPELART;RICHARD;328665274;0;contact@gorrissen.fr;13.07.2012;A;;O;O;O;O
392;9179;COIFF'IDIS BOULOGNE SUR MER;5,50503E+13;51 R TOUR NOTRE DAME;;;62200;BOULOGNE SUR MER;0;0;0;25.06.2008;2;HANQUIEZ;PIERRE MARIE;321806990;0;veroniquefauquet@coiffidis.fr;13.07.2012;A;;O;O;O;O
392;9180;COIFF'IDIS LIEVIN;5,50503E+13;R DE LA CONVENTION;;;62802;LIEVIN;0;0;0;25.06.2008;2;HANQUIEZ;PIERRE MARIE;321130660;0;veronique.fouquetcoiffidis.fr;12.07.2012;A;;O;O;O;O
392;9181;COIFF'IDIS LILLE;5,50503E+13;140 R DE MOLINEL;;;59000;LILLE;0;0;0;25.06.2008;2;HANQUIEZ;PIERRE MARIE;320152881;0;veronique.fauquet@coiffidis.fr;27.12.2012;A;;O;O;O;O
392;9193;LA PRESSE DU COIN;5,04303E+13;49 R  BELLE CROIX;;;59890;QUESNOY SUR DEULE;0;0;0;26.06.2008;2;VERSAILLE;NATHALY;320398779;0;sarl.versaille@orange.fr;13.07.2012;A;;O;O;O;O
392;9197;CHAUSS'A BRAC;3,41816E+13;216 R PIERRE LEGRAND;;;59800;LILLE;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9198;CHAUSS'EXPO SECLIN;3,41816E+13;ROND POINT NORD;PARC ACTIVITE;;59113;SECLIN;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9199;CHAUSS'EXPO WAMBRECHIES;3,41816E+13;R DU QUESNOY;;;59118;WAMBRECHIES;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9200;CHAUSS'EXPO LOOS;3,41816E+13;84/86 R DU MAL FOCH;;;59120;LOOS;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9201;CHAUSS'EXPO WATTRELOS;3,41816E+13;ESPACE CARNOT;;;59150;WATTRELOS;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9202;CHAUSS'EXPO OSTRICOURT;3,41816E+13;RD 354;CITE BOIS DION;;59162;OSTRICOURT;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9203;CHAUSS'EXPO CONDE SUR ESCAUT;3,41816E+13;R YVON BOUTON;;;59163;CONDE SUR ESCAUT;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9204;CHAUSS'EXPO MASNY;3,41816E+13;AV DU HUIT MAI 1945;;;59176;MASNY;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9205;CHAUSS'EXPO HAZEBROUCK;3,41816E+13;R DE L'EPEULE;;;59190;HAZEBROUCK;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9206;CHAUSS'EXPO COUDEKERQUE;3,41816E+13;RTE DE BERGUES;;;59210;COUDEKERQUE BRANCHE;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9207;CHAUSS'EXPO ST AMAND LES EAUX;3,41816E+13;ZONE COMMERCIALE;LIEU DIT MONT DES BRUYERES;;59230;ST AMAND LES EAUX;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9208;CHAUSS'EXPO DUNKERQUE;3,41816E+13;1 AV FAIDHERBE;;;59240;DUNKERQUE;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9209;CHAUSS'EXPO QUAROUBLE;3,41816E+13;4 R JEAN JAURES;;;59243;QUAROUBLE;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9210;CHAUSS'EXPO HALLUIN;3,41816E+13;133 R DE LILLE;;;59250;HALLUIN;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874444;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9211;CHAUSS'EXPO ARMENTIERES;3,41816E+13;90 R DES RESISTANTS;;;59280;ARMENTIERES;0;0;0;26.06.2008;2;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9212;CHAUSS'EXPO BOIS GRENIER;3,41816E+13;R AMBROISE PARE;;;59280;BOIS GRENIER;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9213;CHAUSS'EXPO CAMBRAI;3,41816E+13;ZONE COMMERCIALE CORA;;;59400;CAMBRAI;0;0;0;26.06.2008;2;LEFEBVRE;ALEXIS;320874444;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9214;CHAUSS'EXPO AVESNELLES;3,41816E+13;91 RTE DE SAINS DU NORD;;;59440;AVESNELLES;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
392;9215;CHAUSS'EXPO SOMAIN;3,41816E+13;10 PL JEAN JAURES;;;59490;SOMAIN;0;0;0;26.06.2008;1;LEFEBVRE;ALEXIS;320874424;0;alexis.lefebvre@desmazieres.tm.fr;13.07.2012;A;;O;O;O;O
